,Name,smile,BA_pct,label1,label2,label3a,label3b
684,benproperine,CC(COc1ccccc1Cc1ccccc1)N1CCCCC1,92.0,high,very high,very high,very high
685,methadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,92.0,high,very high,very high,very high
686,propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,12.0,low,very low,very low,very low
687,nalbuphine,Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,16.0,low,very low,very low,very low
688,vincamine,CCC12CCCN3CCC4c5ccccc5N(C4C31)C(O)(C(=O)OC)C2,20.0,low,very low,low,low
689,ramiprilat,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1C(C(=O)O)CC2CCCC21,44.0,moderate,low,moderate,moderate
690,trimethobenzamide,COc1cc(C(O)=NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,80.0,high,high,high,high
691,medrogestone,CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,25.0,low,low,low,low
692,levonorgestrel,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,94.0,high,very high,very high,very high
693,prednisone,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,70.0,high,high,high,high
694,disopyramide,CC(C)N(CCC(C(=N)O)(c1ccccc1)c1cccnc1)C(C)C,83.0,high,very high,very high,very high
695,roxifiban,CCCCOC(O)=NC(CN=C(O)CC1CC(c2ccc(C(=N)N)cc2)=NO1)C(=O)OC,21.0,low,low,low,low
696,biperiden,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,30.0,low,low,low,low
697,dydrogesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,25.0,low,low,low,low
698,marinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,10.0,low,very low,very low,very low
699,prednisone,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,70.0,high,high,high,high
700,lisinopril,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,25.0,low,low,low,low
701,buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,3.9,low,very low,very low,very low
702,alfentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2c(=O)nnn2CC)CC1,1.0,low,very low,very low,very low
703,ceronapril,NCCCCC(OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCCC1C(=O)O,67.0,high,high,high,high
704,amdinocillin_pivoxil,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C,0.0,low,very low,very low,very low
705,streptomycin,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,1.0,low,very low,very low,very low
706,netilmicin,CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O,0.0,low,very low,very low,very low
707,gentamicin_c1,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,0.0,low,very low,very low,very low
708,clotrimazole,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,0.0,low,very low,very low,very low
709,isavuconazole,CC(c1nc(-c2ccc(C#N)cc2)cs1)C(O)(Cn1cncn1)c1cc(F)ccc1F,100.0,high,very high,very high,very high
710,axitinib,CN=C(O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)[nH]nc2c1,58.0,moderate,high,moderate,moderate
711,tadalafil,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,50.0,moderate,low,moderate,moderate
712,bisacodyl,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,15.0,low,very low,very low,very low
713,sarizotan,Fc1ccc(-c2cncc(CNCC3CCc4ccccc4O3)c2)cc1,89.0,high,very high,very high,very high
714,ceftaroline,CCON=C(C(O)=NC1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CSC12)c1nsc(NP(=O)([O-])O)n1,0.0,low,very low,very low,very low
715,cinacalcet,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,20.0,low,very low,low,low
716,ambrisentan,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,80.0,high,high,high,high
717,ceftazidime,CC(C)(ON=C(C(O)=NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(=N)[nH]1)C(=O)O,0.0,low,very low,very low,very low
718,loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,40.0,moderate,low,moderate,moderate
719,erlotinib,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,59.0,moderate,high,moderate,moderate
720,zofenopril,CC(CSC(=O)c1ccccc1)C(=O)N1CC(Sc2ccccc2)CC1C(=O)O,65.0,moderate,high,high,high
721,vandetanib,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,80.0,high,high,high,high
722,benperidol,O=C(CCCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,40.0,moderate,low,moderate,moderate
723,brivanib,Cc1cc2c(F)c(Oc3ncnn4cc(OCC(C)OC(=O)C(C)N)c(C)c34)ccc2[nH]1,55.0,moderate,high,moderate,moderate
724,acrivastine,Cc1ccc(C(=CCN2CCCC2)c2cccc(C=CC(=O)O)n2)cc1,18.0,low,very low,very low,very low
725,vinpocetine,CCOC(=O)C1=CC2(CC)CCCN3C=Cc4c(n1c1ccccc41)C32,67.0,high,high,high,high
726,tetracycline,CN(C)C1C(O)=C(C(=N)O)C(=O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,77.0,high,high,high,high
727,doxycycline,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(=N)O)=C(O)C(N(C)C)C3C(O)C21,93.0,high,very high,very high,very high
728,clentiazem,COc1ccc(C2Sc3cc(Cl)ccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,35.0,moderate,low,low,low
729,zuclopenthixol,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,50.0,moderate,low,moderate,moderate
730,nebivolol,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,50.0,moderate,low,moderate,moderate
731,indoramin,OC(=NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,18.0,low,very low,very low,very low
732,bucindolol,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,30.0,low,low,low,low
733,moricizine,CCOC(O)=Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,38.0,moderate,low,low,low
734,ertapenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(O)=Nc4cccc(C(=O)O)c4)C3)C(C)C12,0.0,low,very low,very low,very low
735,colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N=C(C)O)CC2,45.0,moderate,low,moderate,moderate
736,azelastine,CN1CCCC(N2NC(Cc3ccc(Cl)cc3)c3ccccc3C2=O)CC1,99.0,high,very high,very high,very high
737,dasatinib,Cc1nc(Nc2ncc(C(O)=Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,15.0,low,very low,very low,very low
738,fluphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,2.7,low,very low,very low,very low
739,moxifloxacin,COc1c2c(cc(F)c1N1CC3CCCNC3C1)C(=O)C(C(=O)O)=CC2NC1CC1,86.0,high,very high,very high,very high
740,eletriptan,CN1CCCC1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,50.0,moderate,low,moderate,moderate
741,lorcainide,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,30.0,low,low,low,low
742,cyproterone,CC(=O)C1(O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,99.0,high,very high,very high,very high
743,sunitinib,CCN(CC)CCN=C(O)c1c(C)[nH]c(C=C2C(O)=Nc3ccc(F)cc32)c1C,55.0,moderate,high,moderate,moderate
744,caroverine,CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21,0.0,low,very low,very low,very low
745,metopimazine,CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(=N)O)CC1)c1ccccc1S2,20.0,low,very low,low,low
746,danazol,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,35.0,moderate,low,low,low
747,mometasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,1.0,low,very low,very low,very low
748,rosuvastatin,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,20.0,low,very low,low,low
749,fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1.0,low,very low,very low,very low
750,encainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,27.0,low,low,low,low
751,mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,0.0,low,very low,very low,very low
752,etonogestrel,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3C(=C)CC21CC,76.0,high,high,high,high
753,canrenone,CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC21CCC(=O)O1,25.0,low,low,low,low
754,fluocortolone,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1C(=O)CO,90.0,high,very high,very high,very high
755,propoxyphene,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,30.0,low,low,low,low
756,trimebutine,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(c1ccccc1)N(C)C,4.0,low,very low,very low,very low
757,aprindine,CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,85.0,high,very high,very high,very high
758,sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,0.0,low,very low,very low,very low
759,spirapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,50.0,moderate,low,moderate,moderate
760,cicaprost,CCC#CCC(C)C(O)C#CC1C(O)CC2CC(=CCOCC(=O)O)CC21,99.0,high,very high,very high,very high
761,cilazapril,CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,60.0,moderate,high,moderate,moderate
762,melagatran,N=C(N)c1ccc(CN=C(O)C2CCN2C(=O)C(NCC(=O)O)C2CCCCC2)cc1,5.0,low,very low,very low,very low
763,tolterodine,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,26.0,low,low,low,low
764,oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,6.0,low,very low,very low,very low
765,benzquinamide,CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,36.0,moderate,low,low,low
766,distigmine,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,8.0,low,very low,very low,very low
767,medroxyprogesterone,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,15.0,low,very low,very low,very low
768,iloprost,CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,16.0,low,very low,very low,very low
769,bidisomide,CC(=O)N(CCC(CCN1CCCCC1)(C(=N)O)c1ccccc1Cl)C(C)C,50.0,moderate,low,moderate,moderate
770,tirofiban,CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,0.0,low,very low,very low,very low
771,cipemastat,CN1C(=O)N(CC(C(O)=NO)C(CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C,43.0,moderate,low,moderate,moderate
772,nocloprost,CCCCC(C)(C)C(O)C=CC1C(O)CC(Cl)C1CC=CCCCC(=O)O,2.0,low,very low,very low,very low
773,misoprostol,CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,80.0,high,high,high,high
774,amikacin,NCCC(O)C(O)=NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.0,low,very low,very low,very low
775,arbekacin,NCCC(O)C(O)=NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,0.0,low,very low,very low,very low
776,brequinar,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,80.0,high,high,high,high
777,cromoglicic,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,2.0,low,very low,very low,very low
778,fenflumizole,COc1ccc(-c2nc(-c3ccc(F)cc3F)[nH]c2-c2ccc(OC)cc2)cc1,50.0,moderate,low,moderate,moderate
779,sulfinpyrazone,O=C1C(CCS(=O)c2ccccc2)C(=O)[NH+](c2ccccc2)N1c1ccccc1,93.0,high,very high,very high,very high
780,aprepitant,CC(OC1OCCN(Cc2nc(O)n[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,62.5,moderate,high,high,high
781,tasosartan,Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2,50.0,moderate,low,moderate,moderate
782,betrixaban,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(O)=Nc2ccc(Cl)cn2)c1,47.0,moderate,low,moderate,moderate
783,licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,80.0,high,high,high,high
784,carfecillin,CC1(C)SC2C(N=C(O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,43.0,moderate,low,moderate,moderate
785,topotecan,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,32.0,low,low,low,low
786,eprosartan,CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,13.0,low,very low,very low,very low
787,ponesimod,CCCN=C1SC(=Cc2ccc(OCC(O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,84.0,high,very high,very high,very high
788,flupenthixol,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,50.0,moderate,low,moderate,moderate
789,fendiline,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1,2.0,low,very low,very low,very low
790,lefradafiban,COC(=O)CC1CC(COc2ccc(-c3ccc(C(N)=NC(=O)OC)cc3)cc2)N=C1O,24.0,low,low,low,low
791,doxazosin,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)[nH]c(=N)c2cc1OC,63.0,moderate,high,high,high
792,solifenacin,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,90.0,high,very high,very high,very high
793,quinaprilat,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1c2ccccc2CCC1C(=O)O,52.0,moderate,high,moderate,moderate
794,aripiprazole,OC1=Nc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2CC1,87.0,high,very high,very high,very high
795,risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,66.0,moderate,high,high,high
796,paliperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,28.0,low,low,low,low
797,minocycline,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(=N)O)C(=O)C3(O)C(O)=C1C2=O,97.0,high,very high,very high,very high
798,piperacillin,CCN1CCN(C(O)=NC(C(O)=NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O,0.0,low,very low,very low,very low
799,glibenclamide,COc1ccc(Cl)cc1C(O)=NCCc1cccc(S(=O)(=O)NC(O)=NC2CCCCC2)c1,80.0,high,high,high,high
800,azimilide,CN1CCN(CCCCN2C(=O)CN(N=Cc3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1,85.0,high,very high,very high,very high
801,ticagrelor,CCCSc1nc(NC2CC2c2ccc(F)c(F)c2)c2nnn(C3CC(OCCO)C(O)C3O)c2n1,0.0,low,very low,very low,very low
802,temocapril,CCOC(=O)C(CCc1ccccc1)NC1CSC(c2cccs2)CN(CC(=O)O)C1=O,52.0,moderate,high,moderate,moderate
803,methacycline,C=C1c2cccc(O)c2C(=O)C2C1C(C)C1C(N(C)C)C(O)C(C(=N)O)C(=O)C1(O)C2O,58.0,moderate,high,moderate,moderate
804,triamcinolone_acetonide,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5C4(F)C(O)CC3(C)C2(C(=O)CO)O1,23.0,low,low,low,low
805,zolpidem,CCCN(CCC)C(=O)Cc1c(-c2ccc(C)cc2)nc2ccc(C)cn12,72.0,high,high,high,high
806,phenoperidine,CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,20.0,low,very low,low,low
807,propiverine,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,36.0,moderate,low,low,low
808,quinacrine,CCN(CC)CCCC(C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12,0.0,low,very low,very low,very low
809,pholcodine,CN1CCC23c4c5ccc(OCCN6CCOCC6)c4OC2C(O)C=CC3C1C5,80.0,high,high,high,high
810,propantheline,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,5.0,low,very low,very low,very low
811,etretinate,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,40.0,moderate,low,moderate,moderate
812,elcometrine,C=C1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1(OC(C)=O)C(C)=O,10.0,low,very low,very low,very low
813,methadyl,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,47.0,moderate,low,moderate,moderate
814,diprafenone,CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,11.0,low,very low,very low,very low
815,mycophenolate_mofetil,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,0.0,low,very low,very low,very low
816,estramustine,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O,50.0,moderate,low,moderate,moderate
817,ramipril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCC21,28.0,low,low,low,low
818,lotrafiban,CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2NC(CC(=O)O)C1=O,2.0,low,very low,very low,very low
819,dydrogesterone,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,50.0,moderate,low,moderate,moderate
820,actisomide,CC1=NC(=O)C(CCN(C(C)C)C(C)C)(c2ccccc2)C2CCCCN12,0.0,low,very low,very low,very low
821,eliglustat,CCCCCCCC(O)=NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,80.0,high,high,high,high
822,pravastatin,CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21,18.0,low,very low,very low,very low
823,paromomycin,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,3.0,low,very low,very low,very low
824,candesartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,42.0,moderate,low,moderate,moderate
825,ezetimibe,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,50.0,moderate,low,moderate,moderate
826,bifeprunox,Oc1nc2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1,54.0,moderate,high,moderate,moderate
827,amsalog,CN=C(O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,34.0,moderate,low,low,low
828,canertinib,C=CC(O)=Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,33.0,low,low,low,low
829,mizolastine,CN(c1nccc(O)n1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,65.0,moderate,high,high,high
830,flavoxate,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,100.0,high,very high,very high,very high
831,fluvastatin,CC(C)n1c(C=CC(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,24.0,low,low,low,low
832,carvedilol,COc1ccccc1OCCNCC(O)OCc1cccc2[nH]c3ccccc3c12,25.0,low,low,low,low
833,iloperidone,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,96.0,high,very high,very high,very high
834,prenylamine,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,15.0,low,very low,very low,very low
835,troglitazone,Cc1c(C)c2c(c(C)c1O)CC(C)(COc1ccc(CC3SC(=O)N=C3O)cc1)CO2,45.0,moderate,low,moderate,moderate
836,naftopidil,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,7.0,low,very low,very low,very low
837,benazepril,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,18.0,low,very low,very low,very low
838,valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,23.0,low,low,low,low
839,donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,99.0,high,very high,very high,very high
840,edoxaban,CN1CCc2nc(C(=O)NC3CC(C(=O)N(C)C)CCC3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,45.0,moderate,low,moderate,moderate
841,fluocinolone,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,6.7,low,very low,very low,very low
842,doxapram,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,64.0,moderate,high,high,high
843,drospirenone,CC12CCC(=O)C=C1C1CC1C1C2CCC2(C)C1C1CC1C21CCC(=O)O1,76.0,high,high,high,high
844,eplerenone,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,69.0,high,high,high,high
845,fluocinolone,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,6.7,low,very low,very low,very low
846,drotaverine,CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC,58.0,moderate,high,moderate,moderate
847,megestrol,CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,90.0,high,very high,very high,very high
848,spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,50.0,moderate,low,moderate,moderate
849,dixyrazine,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,7.0,low,very low,very low,very low
850,pipotiazine,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,26.0,low,low,low,low
851,ranolazine,COc1ccccc1OCC(O)CN1CCN(CC(O)=Nc2c(C)cccc2C)CC1,42.5,moderate,low,moderate,moderate
852,nafronyl,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,30.0,low,low,low,low
853,denaverine,CCC(CC)COC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,37.0,moderate,low,low,low
854,bepridil,CC(C)COCC(CN1CCCC1)N(Cc1ccccc1)c1ccccc1,61.0,moderate,high,moderate,moderate
855,trandolapril,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,50.0,moderate,low,moderate,moderate
856,megestrol,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,10.0,low,very low,very low,very low
857,ximelagatran,CCOC(=O)CNC(C(=O)N1CCC1C(O)=NCc1ccc(C(N)=NO)cc1)C1CCCCC1,21.0,low,low,low,low
858,nabilone,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,20.0,low,very low,low,low
859,lovastatin,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,5.0,low,very low,very low,very low
860,Ursodeoxycholic acid,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,38.0,moderate,low,low,low
861,neomycin,NCC1OC(COC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,3.0,low,very low,very low,very low
862,azilsartan,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nc(=O)o[nH]2)cc1,60.0,moderate,high,moderate,moderate
863,talnetant,CCC(N=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,80.0,high,high,high,high
864,eltrombopag,Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C,50.0,moderate,low,moderate,moderate
865,otamixaban,COC(=O)C(Cc1cccc(C(=N)N)c1)C(C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1,0.0,low,very low,very low,very low
866,cefoperazone,CCN1CCN(C(O)=NC(C(O)=NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,10.0,low,very low,very low,very low
867,amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,46.0,moderate,low,moderate,moderate
868,adimolol,CC(C)(CCn1c(O)nc2ccccc21)NCC(O)COc1cccc2ccccc12,33.0,low,low,low,low
869,moexiprilate,COc1cc2c(cc1OC)CN(C(=O)C(C)NC(CCc1ccccc1)C(=O)O)C(C(=O)O)C2,22.0,low,low,low,low
870,nefazodone,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,20.0,low,very low,low,low
871,dextromoramide,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,99.0,high,very high,very high,very high
872,alvimopan,CC1CN(CC(Cc2ccccc2)C(O)=NCC(=O)O)CCC1(C)c1cccc(O)c1,6.0,low,very low,very low,very low
873,ifetroban,CCCCCN=C(O)c1coc(C2C3CCC(O3)C2Cc2ccccc2CCC(=O)O)n1,48.0,moderate,low,moderate,moderate
874,capreomycin,N=C(O)NC=C1N=C(O)C(CN=C(O)CC(N)CCCN)N=C(O)C(CO)N=C(O)C(N)CN=C(O)C(C2CCNC(=N)N2)N=C1O,1.0,low,very low,very low,very low
